"Title","ID","State","Session","Chamber","Introduction Date"
"REQUESTING THE UNIVERSITY OF HAWAII WILLIAM S. RICHARDSON SCHOOL OF LAW TO PROVIDE AN UPDATED STUDY TO THE LEGISLATURE ON ANY OF THE ISSUES RELATED TO PUBLIC CONCERN OR CONTENTIOUSNESS OVER THE USE OF PUBLIC LANDS AND POTENTIAL RAMIFICATIONS SURROUNDING THE USE OF AVAILABLE LANDS, PUBLIC LANDS, AND CEDED LANDS.","SR 143","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE DIRECTOR OF COMMERCE AND CONSUMER AFFAIRS TO CONVENE A WORKING GROUP TO PROPOSE REGULATIONS AND LICENSING REQUIREMENTS FOR HEALTH EDUCATORS.","SR 139","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"REQUESTING THE AUDITOR TO CONDUCT AN AUDIT OF THE DEPARTMENT OF TAXATION AND DEPARTMENT OF BUDGET AND FINANCE TO ADDRESS CONCERNS REGARDING THE COLLECTION OF THE COUNTY SURCHARGE ON STATE TAX AND TIMELY DISTRIBUTION OF THE TAX TO THE CITY AND COUNTY OF HONOLULU.","SR 137","hi","2013 Regular Session","upper","2013-03-13 00:00:00"
"URGING THE DEPARTMENT OF TAXATION, THE DEPARTMENT OF HUMAN SERVICES, AND THE UNITED STATES INTERNAL REVENUE SERVICE TO ENFORCE EXECUTIVE SALARY COMPENSATION REGULATIONS FOR NONPROFIT ORGANIZATIONS THAT PROVIDE SERVICES TO HOMELESS INDIVIDUALS, PURSUANT TO SECTION 501(C)(3) OF THE INTERNAL REVENUE CODE.","HCR 166","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"REQUESTING THE DEPARTMENT OF HEALTH TO DEVELOP STANDARDS FOR THE TRANSPORT OF ASH GENERATED AT INCINERATION FACILITIES FOR OFFSITE RECYCLING.","HR 101","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"URGING THE DEPARTMENT OF TAXATION, THE DEPARTMENT OF HUMAN SERVICES, AND THE UNITED STATES INTERNAL REVENUE SERVICE TO ENFORCE EXECUTIVE SALARY COMPENSATION REGULATIONS FOR NONPROFIT ORGANIZATIONS THAT PROVIDE SERVICES TO HOMELESS INDIVIDUALS, PURSUANT TO SECTION 501(C)(3) OF THE INTERNAL REVENUE CODE.","HR 134","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"REQUESTING THE ESTABLISHMENT OF THE UNDERSERVED COMMUNITIES LIBRARY COMMISSION TO EXAMINE COMMUNITIES IN THE STATE LACKING A LOCAL LIBRARY SERVICE OR RECEIVING REDUCED LIBRARY SERVICES AND TO DEVELOP AND IDENTIFY RESOURCES TO ESTABLISH A LIBRARY OR ENHANCE LIBRARY SERVICES.","HR 95","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"REQUESTING THE UNIVERSITY OF HAWAII JOHN A. BURNS SCHOOL OF MEDICINE TO INCLUDE A MANDATORY COURSE ON CHILDHOOD OBESITY IN THE CURRICULUM FOR ALL MEDICAL STUDENTS.","HR 106","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"REQUESTING CONGRESS TO EXEMPT THE NONCONTIGUOUS DOMESTIC TRADES OF ALASKA, HAWAII, AND PUERTO RICO FROM THE UNITED STATES BUILD REQUIREMENT OF THE JONES ACT FOR LARGE OCEANGOING SHIPS.","HR 119","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"RELATING TO HEALTH.","HB 754","hi","2013 Regular Session","lower","2013-01-22 00:00:00"
"URGING CONGRESS TO CONSIDER INTER-ISLAND AIR TRAVEL IN HAWAII AS A SPECIAL CASE AND PROVIDE AN EXEMPTION TO ALLOW THE STATE TO REGULATE THE INDUSTRY FOR PURPOSES OF EFFICIENCY.","HR 193","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"REQUESTING THE DEPARTMENT OF EDUCATION AND THE UNIVERSITY OF HAWAII SYSTEM TO DESIGN PROGRAMS THAT ALLOW HAWAII STUDENTS TO DEVELOP THE NECESSARY SKILLS TO FACILITATE HAWAII'S GREATER INVOLVEMENT IN INTERNATIONAL PEACE AND CONFLICT RESOLUTIONS.","HR 192","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"REQUESTING A FINANCIAL AND MANAGEMENT AUDIT OF THE ADMINISTRATION OF THE UNIVERSITY OF HAWAII.","HR 190","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"REQUESTING THE OFFICE OF THE AUDITOR TO CONDUCT A FINANCIAL AND MANAGEMENT AUDIT OF THE STATE EDUCATIONAL FACILITIES IMPROVEMENT SPECIAL FUND.","HCR 121","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"REQUESTING THE DEPARTMENT OF HEALTH TO DEVELOP STANDARDS FOR THE TRANSPORT OF ASH GENERATED AT INCINERATION FACILITIES FOR OFFSITE RECYCLING.","HCR 131","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"RECOGNIZING AND CONGRATULATING CHALLENGER CENTER HAWAII ON THE OCCASION OF ITS 20TH ANNIVERSARY.","HR 198","hi","2013 Regular Session","lower","2013-03-18 00:00:00"
"RECOGNIZING KAHUKU HIGH SCHOOL FOR ATHLETIC EXCELLENCE IN WINNING THE HAWAII STATE FOOTBALL CHAMPIONSHIP AND ACADEMIC EXCELLENCE IN WINNING THE HAWAII STATE "WE THE PEOPLE: THE CITIZEN AND THE CONSTITUTION" COMPETITION.","HR 197","hi","2013 Regular Session","lower","2013-03-18 00:00:00"
"ENCOURAGING A DIPLOMATIC AND COLLABORATIVE RESOLUTION BETWEEN THE UNITED STATES, PEOPLE'S REPUBLIC OF CHINA, JAPAN, AND TAIWAN REGARDING DISPUTED ISLANDS IN THE EAST CHINA SEA.","HCR 155","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"REQUESTING CONGRESS TO EXEMPT THE NONCONTIGUOUS DOMESTIC TRADES OF ALASKA, HAWAII, AND PUERTO RICO FROM THE UNITED STATES BUILD REQUIREMENT OF THE JONES ACT FOR LARGE OCEANGOING SHIPS.","HCR 150","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"REQUESTING THE DEPARTMENT OF BUDGET AND FINANCE TO CONVENE A WORKING GROUP TO STUDY THE FEASIBILITY OF IMPOSING A SCHOOL FACILITY FEE ON RESIDENTIAL PROPERTY.","HR 94","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"RELATING TO TRANSIENT ACCOMMODATIONS TAX.","SB 1201","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"ENCOURAGING THE FEDERAL ADMINISTRATION TO NEGOTIATE A FREE TRADE AGREEMENT WITH TAIWAN.","HR 123","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"REQUESTING THE DEPARTMENT OF BUDGET AND FINANCE TO CONVENE A WORKING GROUP TO STUDY THE FEASIBILITY OF IMPOSING A SCHOOL FACILITY FEE ON RESIDENTIAL PROPERTY.","HCR 123","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"SUBMITTING TO THE LEGISLATURE OF THE STATE OF HAWAII FOR REVIEW OF ACTION TAKEN BY THE BOARD OF LAND AND NATURAL RESOURCES ON A LAND EXCHANGE AND SALE OF PROPERTY.","HCR 26","hi","2013 Regular Session","lower","2013-01-22 00:00:00"
"REQUESTING THE UNIVERSITY OF HAWAII JOHN A. BURNS SCHOOL OF MEDICINE TO INCLUDE A MANDATORY COURSE ON CHILDHOOD OBESITY IN THE CURRICULUM FOR ALL MEDICAL STUDENTS.","HCR 136","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"ENCOURAGING A DIPLOMATIC AND COLLABORATIVE RESOLUTION BETWEEN THE UNITED STATES, PEOPLE'S REPUBLIC OF CHINA, JAPAN, AND TAIWAN REGARDING DISPUTED ISLANDS IN THE EAST CHINA SEA.","HR 124","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"RELATING TO AFFORDABLE HOUSING.","HB 521","hi","2013 Regular Session","lower","2013-01-18 00:00:00"
"MAKING EMERGENCY APPROPRIATIONS FOR THE OPERATIONS OF THE OFFICE OF THE LIEUTENANT GOVERNOR.","SB 1174","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"REQUESTING THE OFFICE OF THE AUDITOR TO CONDUCT A FINANCIAL AND MANAGEMENT AUDIT OF THE STATE EDUCATIONAL FACILITIES IMPROVEMENT SPECIAL FUND.","HR 92","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"URGING THE DEPARTMENT OF LAND AND NATURAL RESOURCES AND THE NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION TO MAKE AVAILABLE TO THE PUBLIC AN ANNUAL REPORT ON THE STATE'S ENDANGERED MARINE ANIMALS.","HR 99","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"COMMENDING THE UNITED STATES AND THE NATION OF ISRAEL FOR THEIR COMMITMENT TO DEMOCRACY, HUMAN RIGHTS, AND THE STRENGTHENING OF THEIR RELATIONSHIP THROUGH THE UNITED STATES-ISRAEL ECONOMIC STRATEGIC PARTNERSHIP.","HR 125","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"REQUESTING THE CITY AND COUNTY OF HONOLULU TO PAVE AND ADEQUATELY MAINTAIN KAMILONUI ROAD IN HAWAII KAI TO SUPPORT THE KAMILONUI VALLEY FARMING COMMUNITY AND PROVIDE SAFE ACCESS FOR GOVERNMENT SERVICES.","HCR 157","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"URGING THE PEACE CORPS TO REOPEN THE PEACE CORPS EAST TIMOR LOCATION.","HR 122","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"URGING THE PRESIDENT AND THE CONGRESS OF THE UNITED STATES TO DIVERSIFY SEED PRODUCTION AND ENACT LEGISLATION TO LIMIT PATENTS ON GENETICALLY MODIFIED PLANTS.","HR 138","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"REQUESTING THE ESTABLISHMENT OF THE UNDERSERVED COMMUNITIES LIBRARY COMMISSION TO EXAMINE COMMUNITIES IN THE STATE LACKING A LOCAL LIBRARY SERVICE OR RECEIVING REDUCED LIBRARY SERVICES AND TO DEVELOP AND IDENTIFY RESOURCES TO ESTABLISH A LIBRARY OR ENHANCE LIBRARY SERVICES.","HCR 124","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"REQUESTING THE BOARD OF EDUCATION, IN CONSULTATION WITH THE STATE LIBRARIAN, TO EXPLORE THE FEASIBILITY OF ACTIVATING A STATEWIDE LIBRARY ADVISORY COMMISSION.","HCR 159","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"RELATING TO OCCUPATIONAL SAFETY AND HEALTH HEARINGS.","HB 926","hi","2013 Regular Session","lower","2013-01-22 00:00:00"
"REQUESTING THE AUDITOR TO ASSESS THE ADMINISTRATIVE COSTS OF NON-PROFIT AGENCIES THAT ARE CONTRACTED WITH THE DEPARTMENT OF HUMAN SERVICES TO PROVIDE HOMELESS SERVICES.","HR 135","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"REQUESTING THE BOARD OF EDUCATION, IN CONSULTATION WITH THE STATE LIBRARIAN, TO EXPLORE THE FEASIBILITY OF ACTIVATING A STATEWIDE LIBRARY ADVISORY COMMISSION.","HR 128","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"URGING THE PRESIDENT AND THE CONGRESS OF THE UNITED STATES TO DIVERSIFY SEED PRODUCTION AND ENACT LEGISLATION TO LIMIT PATENTS ON GENETICALLY MODIFIED PLANTS.","HCR 170","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"REQUESTING THE CITY AND COUNTY OF HONOLULU TO PAVE AND ADEQUATELY MAINTAIN KAMILONUI ROAD IN HAWAII KAI TO SUPPORT THE KAMILONUI VALLEY FARMING COMMUNITY AND PROVIDE SAFE ACCESS FOR GOVERNMENT SERVICES.","HR 126","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"URGING THE DEPARTMENT OF ACCOUNTING AND GENERAL SERVICES AND HAWAII TOURISM AUTHORITY TO CHOOSE A LOCATION FOR, BUILD, AND OPERATE AN INFORMATIONAL KIOSK FOR THE PUBLIC IN THE HISTORIC DISTRICT OF HONOLULU.","HR 20","hi","2013 Regular Session","lower","2013-02-06 00:00:00"
"URGING THE DEPARTMENT OF ACCOUNTING AND GENERAL SERVICES AND HAWAII TOURISM AUTHORITY TO CHOOSE A LOCATION FOR, BUILD, AND OPERATE AN INFORMATIONAL KIOSK FOR THE PUBLIC IN THE HISTORIC DISTRICT OF HONOLULU.","HCR 38","hi","2013 Regular Session","lower","2013-02-06 00:00:00"
"RELATING TO HEALTH INSURANCE.","SB 654","hi","2013 Regular Session","upper","2013-01-18 00:00:00"
"RELATING TO ENFORCEMENT OF VIOLATIONS BY THE DEPARTMENT OF LAND AND NATURAL RESOURCES.","SB 1170","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"RELATING TO PUBLIC LAND LIABILITY.","SB 1007","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"RELATING TO LIMITED LIABILITY FOR MOUNTAIN CLIMBING, ROCK CLIMBING, RAPPELLING, AND BOULDERING ON GOVERNMENT LAND.","SB 1168","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"RELATING TO ANIMALS.","SB 329","hi","2013 Regular Session","upper","2013-01-18 00:00:00"
"RELATING TO EDUCATION.","SB 240","hi","2013 Regular Session","upper","2013-01-18 00:00:00"
"REQUESTING THE AUDITOR TO ASSESS THE ADMINISTRATIVE COSTS OF NON-PROFIT AGENCIES THAT ARE CONTRACTED WITH THE DEPARTMENT OF HUMAN SERVICES TO PROVIDE HOMELESS SERVICES.","HCR 167","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"ENCOURAGING THE FEDERAL ADMINISTRATION TO NEGOTIATE A FREE TRADE AGREEMENT WITH TAIWAN.","HCR 154","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"URGING THE PEACE CORPS TO REOPEN THE PEACE CORPS EAST TIMOR LOCATION.","HCR 153","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"COMMENDING THE UNITED STATES AND THE NATION OF ISRAEL FOR THEIR COMMITMENT TO DEMOCRACY, HUMAN RIGHTS, AND THE STRENGTHENING OF THEIR RELATIONSHIP THROUGH THE UNITED STATES-ISRAEL ECONOMIC STRATEGIC PARTNERSHIP.","HCR 156","hi","2013 Regular Session","lower","2013-03-13 00:00:00"
"RELATING TO SHORELINE VEGETATION.","SB 1162","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"PROPOSING AN AMENDMENT TO ARTICLE I OF THE CONSTITUTION OF THE STATE OF HAWAII RELATING TO RIGHTS OF CRIME VICTIMS.","SB 509","hi","2013 Regular Session","upper","2013-01-18 00:00:00"
"RELATING TO HAPUNA BEACH PARK.","SB 457","hi","2013 Regular Session","upper","2013-01-18 00:00:00"
"RELATING TO MAUNA KEA STATE RECREATIONAL AREA.","SB 456","hi","2013 Regular Session","upper","2013-01-18 00:00:00"
"RELATING TO KAPOLEI RECREATIONAL SPORTS COMPLEX.","SB 1002","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"URGING HAWAIIAN ELECTRIC COMPANY, INC., TO RETURN ITS CALL CENTER OPERATIONS TO HAWAII.","HR 45","hi","2013 Regular Session","lower","2013-02-27 00:00:00"
"URGING HAWAIIAN ELECTRIC COMPANY, INC., TO RETURN ITS CALL CENTER OPERATIONS TO HAWAII.","HCR 59","hi","2013 Regular Session","lower","2013-02-27 00:00:00"
"RELATING TO MEDICINE.","SB 608","hi","2013 Regular Session","upper","2013-01-18 00:00:00"
"RELATING TO THE LEGACY LAND CONSERVATION PROGRAM.","SB 708","hi","2013 Regular Session","upper","2013-01-18 00:00:00"
"RELATING TO COURT ORDERS TO PROVIDE MEDICAL TREATMENT FOR INMATES AND DETAINEES IN CORRECTIONAL FACILITIES.","SB 1179","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"REQUESTING THE DEPARTMENT OF TRANSPORTATION TO RESTRIPE SOUTHBOUND LANES OF FORT WEAVER ROAD FROM TWO LANES TO THREE LANES BEGINNING AT THE FORT WEAVER ROAD AND H-1 OVERPASS.","HCR 83","hi","2013 Regular Session","lower","2013-03-11 00:00:00"
"REQUESTING THE DEPARTMENT OF HEALTH TO CONDUCT A STUDY ON THE FEASIBILITY OF PROHIBITING SMOKING ON HAWAII'S PUBLIC BEACHES.","HCR 64","hi","2013 Regular Session","lower","2013-03-05 00:00:00"
"URGING ALL HEALTH CARE PROVIDERS IN HAWAII THAT PERFORM ORGAN TRANSPLANTATION TO CONSIDER PLACING HIV-POSITIVE PATIENTS WHO NEED AN ORGAN TRANSPLANT ON AN ORGAN TRANSPLANT WAITLIST.","HR 66","hi","2013 Regular Session","lower","2013-03-11 00:00:00"
"REQUESTING THE DEPARTMENT OF HEALTH TO CONDUCT A STUDY ON THE FEASIBILITY OF PROHIBITING SMOKING ON HAWAII'S PUBLIC BEACHES.","HR 49","hi","2013 Regular Session","lower","2013-03-05 00:00:00"
"RELATING TO CERTIFICATION AND LICENSURE FEES.","HB 1208","hi","2013 Regular Session","lower","2013-01-23 00:00:00"
"RELATING TO INCOME TAX.","HB 389","hi","2013 Regular Session","lower","2013-01-18 00:00:00"
"RELATING TO COASTAL ZONE MANAGEMENT.","SB 1027","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"RELATING TO HEALTH.","SB 652","hi","2013 Regular Session","upper","2013-01-18 00:00:00"
"RELATING TO SOCIAL SERVICES.","SB 390","hi","2013 Regular Session","upper","2013-01-18 00:00:00"
"RELATING TO THE COMPENSATION OF TRUSTEES.","SB 1249","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"REQUESTING THE CONVENING OF A TASK FORCE TO STUDY AND MAKE RECOMMENDATIONS REGARDING POLICIES AND PROCEDURES TO IMPROVE THE ACCURACY OF EYEWITNESS IDENTIFICATIONS.","HCR 107","hi","2013 Regular Session","lower","2013-03-12 00:00:00"
"REQUESTING THE DEPARTMENT OF EDUCATION TO SUPPORT THE CREATION OF FOREIGN LANGUAGE IMMERSION CLASSES IN PUBLIC ELEMENTARY SCHOOLS.","HCR 75","hi","2013 Regular Session","lower","2013-03-08 00:00:00"
"REQUESTING AN AUDIT OF THE UNIVERSITY OF HAWAII'S MANAGEMENT OF FACULTY WORKLOAD.","HCR 31","hi","2013 Regular Session","lower","2013-01-28 00:00:00"
"REQUESTING THE AUDITOR TO ASSESS THE SOCIAL AND FINANCIAL EFFECTS OF REQUIRING HEALTH INSURERS TO PROVIDE COVERAGE FOR MEDICALLY NECESSARY TREATMENT OF OROFACIAL ANOMALIES.","HCR 62","hi","2013 Regular Session","lower","2013-03-01 00:00:00"
"EXPRESSING SUPPORT FOR THE ENHANCED TRADE AND INVESTMENT OPPORTUNITIES AMONG MEMBER COUNTRIES OF THE TRANS-PACIFIC PARTNERSHIP AND ENCOURAGING SUPPORT FOR FINALIZATION OF THE PARTNERSHIP.","HCR 100","hi","2013 Regular Session","lower","2013-03-12 00:00:00"
"URGING THE DEPARTMENT OF LABOR AND INDUSTRIAL RELATIONS TO TAKE STRONGER ACTION TO STOP WAGE THEFT IN HAWAII.","HCR 63","hi","2013 Regular Session","lower","2013-03-05 00:00:00"
"RELATING TO HAWAII-GROWN PRODUCE.","SB 564","hi","2013 Regular Session","upper","2013-01-18 00:00:00"
"REQUESTING AN AUDIT OF THE UNIVERSITY OF HAWAII'S MANAGEMENT OF FACULTY WORKLOAD.","HR 15","hi","2013 Regular Session","lower","2013-01-28 00:00:00"
"URGING THE PRESIDENT OF THE UNITED STATES AND THE UNITED STATES CONGRESS TO ENACT COMPREHENSIVE IMMIGRATION REFORM.","HCR 67","hi","2013 Regular Session","lower","2013-03-07 00:00:00"
"REQUESTING THE DEPARTMENT OF AGRICULTURE TO IMPLEMENT A SCHEDULE OF REDUCED WATER TOLL RATES AND CHARGES THAT DIFFERENTIATES AMONG DIFFERENT IRRIGATION SYSTEM AREAS AND AGRICULTURAL USERS TO PROMOTE THE DEVELOPMENT AND EXPANSION OF HAWAII-GROWN AGRICULTURAL COMMODITIES THROUGH INCREASED USE OF IRRIGATION WATER.","HCR 65","hi","2013 Regular Session","lower","2013-03-06 00:00:00"
"REQUESTING THE BOARD OF EDUCATION TO MAINTAIN, MONITOR, AND ENFORCE ANTI-BULLYING, ANTI-CYBERBULLYING, ANTI-HARASSMENT, AND ANTI-DISCRIMINATION POLICIES AND PROCEDURES TO PROTECT PUBLIC AND CHARTER SCHOOL STUDENTS.","HCR 74","hi","2013 Regular Session","lower","2013-03-08 00:00:00"
"URGING THE DEPARTMENT OF LABOR AND INDUSTRIAL RELATIONS TO TAKE STRONGER ACTION TO STOP WAGE THEFT IN HAWAII.","HR 48","hi","2013 Regular Session","lower","2013-03-05 00:00:00"
"URGING THE DEPARTMENT OF TRANSPORTATION TO USE THE H-1 FREEWAY ZIPPER LANE DURING THE AFTERNOON RUSH HOUR FOR WESTBOUND TRAFFIC.","HCR 84","hi","2013 Regular Session","lower","2013-03-11 00:00:00"
"URGING THE PRESIDENT OF THE UNITED STATES AND THE UNITED STATES CONGRESS TO ENACT COMPREHENSIVE IMMIGRATION REFORM.","HR 51","hi","2013 Regular Session","lower","2013-03-07 00:00:00"
"REQUESTING THE DEPARTMENT OF EDUCATION TO SUPPORT THE CREATION OF FOREIGN LANGUAGE IMMERSION CLASSES IN PUBLIC ELEMENTARY SCHOOLS.","HR 59","hi","2013 Regular Session","lower","2013-03-08 00:00:00"
"URGING ALL HEALTH CARE PROVIDERS IN HAWAII THAT PERFORM ORGAN TRANSPLANTATION TO CONSIDER PLACING HIV-POSITIVE PATIENTS WHO NEED AN ORGAN TRANSPLANT ON AN ORGAN TRANSPLANT WAITLIST.","HCR 82","hi","2013 Regular Session","lower","2013-03-11 00:00:00"
"REQUESTING THE BOARD OF REGENTS AND THE PRESIDENT OF THE UNIVERSITY OF HAWAII TO GIVE PREFERENCE TO LOCAL CANDIDATES WHEN HIRING FOR EXECUTIVE PERSONNEL POSITIONS AT THE UNIVERSITY OF HAWAII.","HR 50","hi","2013 Regular Session","lower","2013-03-07 00:00:00"
"URGING THE PUBLIC UTILITIES COMMISSION TO ESTABLISH REDUCED TARIFFS FOR THE SALE OF ELECTRICITY GENERATED BY NONFOSSIL FUEL PRODUCERS THAT ELECTRIC UTILITIES WOULD OTHERWISE CURTAIL DURING OFF-PEAK HOURS TO PERSONS ENGAGED IN AQUACULTURE, AQUAPONICS, AND AGRICULTURE.","HCR 70","hi","2013 Regular Session","lower","2013-03-07 00:00:00"
"REQUESTING THE STATE PUBLIC CHARTER SCHOOL COMMISSION TO CONVENE A TASK FORCE TO STUDY ISSUES RELATING TO FEDERAL FUNDING FOR PUBLIC CHARTER SCHOOLS.","HCR 78","hi","2013 Regular Session","lower","2013-03-08 00:00:00"
"ENCOURAGING THE DEPARTMENT OF EDUCATION TO INCLUDE IN THE SOCIAL STUDIES CURRICULUM THE POLITICAL, ECONOMIC, AND SOCIAL CONTRIBUTIONS OF PERSONS WITH DISABILITIES.","HCR 93","hi","2013 Regular Session","lower","2013-03-11 00:00:00"
"REQUESTING THE LEGISLATIVE REFERENCE BUREAU TO CONDUCT A STUDY ON FAMILY SCHOOL LEAVE.","HCR 111","hi","2013 Regular Session","lower","2013-03-12 00:00:00"
"URGING ALL PUBLIC FACILITIES TO ESTABLISH SECURE BICYCLE PARKING AREAS, CONDOMINIUMS TO CONSTRUCT SECURE BICYCLE PARKING WHEN CONDUCTING RENOVATIONS, AND THE COUNTIES TO CONSIDER SECURE BICYCLE PARKING IN FUTURE VERSIONS OF THE BUILDING CODE.","HCR 68","hi","2013 Regular Session","lower","2013-03-07 00:00:00"
"URGING ALL PUBLIC FACILITIES TO ESTABLISH SECURE BICYCLE PARKING AREAS, CONDOMINIUMS TO CONSTRUCT SECURE BICYCLE PARKING WHEN CONDUCTING RENOVATIONS, AND THE COUNTIES TO CONSIDER SECURE BICYCLE PARKING IN FUTURE VERSIONS OF THE BUILDING CODE.","HR 52","hi","2013 Regular Session","lower","2013-03-07 00:00:00"
"RECOGNIZING THE UNITED STATES SMALL BUSINESS ADMINISTRATION'S 2013 AWARDEES OF THE STATE OF HAWAII.","HR 195","hi","2013 Regular Session","lower","2013-03-14 00:00:00"
"COMMENDING THE CHURCH OF SCIENTOLOGY FOR ITS HUMANITARIAN WORK AND COMMUNITY SERVICE AROUND THE GLOBE.","HR 196","hi","2013 Regular Session","lower","2013-03-14 00:00:00"
"URGING THE PUBLIC UTILITIES COMMISSION TO ESTABLISH REDUCED TARIFFS FOR THE SALE OF ELECTRICITY GENERATED BY NONFOSSIL FUEL PRODUCERS THAT ELECTRIC UTILITIES WOULD OTHERWISE CURTAIL DURING OFF-PEAK HOURS TO PERSONS ENGAGED IN AQUACULTURE, AQUAPONICS, AND AGRICULTURE.","HR 54","hi","2013 Regular Session","lower","2013-03-07 00:00:00"
"REQUESTING THE CONVENING OF A TASK FORCE TO STUDY AND MAKE RECOMMENDATIONS REGARDING POLICIES AND PROCEDURES TO IMPROVE THE ACCURACY OF EYEWITNESS IDENTIFICATIONS.","HR 82","hi","2013 Regular Session","lower","2013-03-12 00:00:00"
"EXPRESSING SUPPORT FOR THE ENHANCED TRADE AND INVESTMENT OPPORTUNITIES AMONG MEMBER COUNTRIES OF THE TRANS-PACIFIC PARTNERSHIP AND ENCOURAGING SUPPORT FOR FINALIZATION OF THE PARTNERSHIP.","HR 77","hi","2013 Regular Session","lower","2013-03-12 00:00:00"
"RELATING TO GENERAL EXCISE TAX.","HB 503","hi","2013 Regular Session","lower","2013-01-18 00:00:00"
"RELATING TO THE ELDERLY.","HB 7","hi","2013 Regular Session","lower","2013-01-16 00:00:00"
"RELATING TO ECONOMIC DEVELOPMENT.","SB 1273","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"RELATING TO TORT LIABILITY.","SB 1009","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"RELATING TO THE PRESERVATION OF HAWAII'S MOVING IMAGES.","SB 678","hi","2013 Regular Session","upper","2013-01-18 00:00:00"
"RELATING TO VETERANS.","SB 539","hi","2013 Regular Session","upper","2013-01-18 00:00:00"
"RELATING TO THE STATE BUILDING CODE.","SB 212","hi","2013 Regular Session","upper","2013-01-18 00:00:00"
"RELATING TO THE JAPANESE AMERICAN EXPERIENCE IN HAWAII.","SB 1317","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"REQUESTING THE BOARD OF REGENTS AND THE PRESIDENT OF THE UNIVERSITY OF HAWAII TO GIVE PREFERENCE TO LOCAL CANDIDATES WHEN HIRING FOR EXECUTIVE PERSONNEL POSITIONS AT THE UNIVERSITY OF HAWAII.","HCR 66","hi","2013 Regular Session","lower","2013-03-07 00:00:00"
"RELATING TO DOMESTIC VIOLENCE.","HB 245","hi","2013 Regular Session","lower","2013-01-17 00:00:00"
"RELATING TO THE NATURAL AREA RESERVES SYSTEM COMMISSION.","SB 1172","hi","2013 Regular Session","upper","2013-01-24 00:00:00"
"URGING THE DEPARTMENT OF EDUCATION TO INCLUDE HANDS-ONLY CARDIOPULMONARY RESUSCITATION TRAINING AS PART OF PUBLIC HIGH SCHOOL HEALTH EDUCATION GRADUATION REQUIREMENTS.","HCR 108","hi","2013 Regular Session","lower","2013-03-12 00:00:00"
"REQUESTING THE DEPARTMENT OF HEALTH TO DEVELOP AN ACTION PLAN TO ELIMINATE DIESEL CREMATORS IN THE STATE.","SR 33","hi","2013 Regular Session","upper","2013-03-01 00:00:00"
