"Action","Bill ID","Date","Actor"
"The Conference committee recommends that the measure be PASSED, WITH AMENDMENTS. The votes of the Senate Conference Managers were as follows: 4 Aye(s): Senator(s) Gabbard, Kouchi, Ige, Kahele; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Slom.","SB 1280","2013-04-26 00:00:00","upper"
"The Conference Committee recommends that the measure be Passed, with Amendments. The votes were as follows: 3 Ayes: Representative(s) Tsuji, Tokioka, Ohno; Ayes with reservations: none; 0 Noes: none; and 1 Excused: Representative(s) Ward.","SB 1280","2013-04-26 00:00:00","lower"
"Reported from Conference Committee as amended CD 1 (Conf. Com. Rep. No. 135).","SB 1280","2013-04-26 00:00:00","upper"
"48 Hrs. Notice (as amended CD 1) 04-30-13.","SB 1280","2013-04-26 00:00:00","upper"
"Reported from Conference Committee (Conf Com. Rep. No. 135) as amended in (CD 1).","SB 1280","2013-04-26 00:00:00","lower"
"Forty-eight (48) hours notice Tuesday, 04-30-13.","SB 1280","2013-04-26 00:00:00","lower"
"Passed Final Reading as amended in CD 1 with none voting aye with reservations; none voting no (0) and none excused (0).","SB 1280","2013-04-30 00:00:00","lower"
"Passed Final Reading, as amended (CD 1). 24 Aye(s); Aye(s) with reservations: Senator(s) Slom . 0 No(es): none.  1 Excused: Senator(s) Ige.","SB 1280","2013-04-30 00:00:00","upper"
"Received notice of Final Reading (Sen. Com. No. 755).","SB 1280","2013-05-01 00:00:00","lower"
"Received notice of passage on Final Reading in House (Hse. Com. No. 761).","SB 1280","2013-05-02 00:00:00","upper"
"Enrolled to Governor.","SB 1280","2013-05-07 00:00:00","upper"
"Act 238, 6/27/2013 (Gov. Msg. No. 1341).","SB 1280","2013-07-02 00:00:00","upper"
"Act 238, on 6/27/2013 (Gov. Msg. No. 1341).","SB 1280","2013-07-02 00:00:00","lower"
"Pending introduction.","HB 635","2013-01-18 00:00:00","lower"
"Introduced and Passed First Reading","HB 635","2013-01-22 00:00:00","lower"
"Referred to EDB, CPC, referral sheet 3","HB 635","2013-01-22 00:00:00","lower"
"Bill scheduled to be heard by EDB on Tuesday, 02-05-13  9:00AM in House conference room 312.","HB 635","2013-01-31 00:00:00","lower"
"The committees on EDB recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 8 Ayes: Representative(s) Tsuji, Ward, Brower, Cachola, Choy, Ohno, Onishi, Takayama; Ayes with reservations: none;  Noes: none; and 1 Excused: Representative(s) Tokioka.   ","HB 635","2013-02-05 00:00:00","lower"
"Reported from EDB (Stand. Com. Rep. No. 347) as amended in HD 1, recommending passage on Second Reading and referral to CPC.","HB 635","2013-02-12 00:00:00","lower"
"Passed Second Reading as amended in HD 1 and referred to the committee(s) on CPC with none voting aye with reservations; none voting no (0) and Representative(s) Belatti, Cachola, Coffman, Takai excused (4).","HB 635","2013-02-12 00:00:00","lower"
"Bill scheduled to be heard by CPC on Wednesday, 02-20-13  3:00PM in House conference room 325.","HB 635","2013-02-14 00:00:00","lower"
"The committee(s) on CPC recommend(s) that the measure be deferred until 02-25-13.","HB 635","2013-02-20 00:00:00","lower"
"Bill scheduled for decision-making on Monday, 02-25-13  2:00PM in House conference room 325.","HB 635","2013-02-20 00:00:00","lower"
"The committees on CPC recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 10 Ayes: Representative(s) McKelvey, Kawakami, Belatti, Cabanilla, Cachola, Evans, Ito, C. Lee, Tsuji, Yamane; Ayes with reservations: none; 1 Noes: Representative(s) Thielen; and 4 Excused: Representative(s) Brower, Carroll, Har, McDermott.   ","HB 635","2013-02-25 00:00:00","lower"
"Reported from CPC (Stand. Com. Rep. No. 851) as amended in HD 2, recommending passage on Third Reading.","HB 635","2013-03-01 00:00:00","lower"
"Forty-eight (48) hours notice Tuesday, 03-05-13.","HB 635","2013-03-01 00:00:00","lower"
"Passed Third Reading as amended in HD 2 with Representative(s) Cheape, Fukumoto, Hanohano voting aye with reservations; Representative(s) Thielen voting no (1) and none excused (0).  Transmitted to Senate.","HB 635","2013-03-05 00:00:00","lower"
"Received from House (Hse. Com. No. 244).","HB 635","2013-03-07 00:00:00","upper"
"Passed First Reading.","HB 635","2013-03-07 00:00:00","upper"
"Referred to TEC/PSM, CPN/JDL.","HB 635","2013-03-07 00:00:00","upper"
"The committee(s) on TEC/PSM has scheduled a public hearing on 03-19-13  1:20PM in conference room 414.","HB 635","2013-03-08 00:00:00","upper"
"The committee(s) on  PSM recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in PSM were as follows: 3 Aye(s): Senator(s) Espero, Baker, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Galuteria, Green.","HB 635","2013-03-19 00:00:00","upper"
"The committee(s) on  TEC recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in TEC were as follows: 3 Aye(s): Senator(s) Wakai, Nishihara, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Gabbard, Tokuda.","HB 635","2013-03-19 00:00:00","upper"
"Reported from TEC/PSM (Stand. Com. Rep. No. 983) with recommendation of passage on Second Reading, as amended (SD 1) and referral to CPN/JDL.","HB 635","2013-03-22 00:00:00","upper"
"Report adopted; Passed Second Reading, as amended (SD 1) and referred to CPN/JDL.","HB 635","2013-03-22 00:00:00","upper"
"The committee(s) on CPN/JDL will hold a public decision making on 04-03-13 10:15AM in conference room 229.","HB 635","2013-03-28 00:00:00","upper"
"The committee(s) on JDL recommend(s) that the measure be PASSED, UNAMENDED.  The votes in JDL were as follows: 5 Aye(s): Senator(s) Hee, Shimabukuro, Gabbard, Ihara, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 0 Excused: none.","HB 635","2013-04-03 00:00:00","upper"
"The committee(s) on CPN recommend(s) that the measure be PASSED, UNAMENDED.  The votes in CPN were as follows: 5 Aye(s): Senator(s) Baker, Galuteria, Nishihara, Solomon, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Taniguchi, Wakai.","HB 635","2013-04-03 00:00:00","upper"
"Reported from CPN/JDL (Stand. Com. Rep. No. 1321) with recommendation of passage on Third Reading.","HB 635","2013-04-05 00:00:00","upper"
"One Day Notice 04-09-13.","HB 635","2013-04-05 00:00:00","upper"
"Report adopted; Passed Third Reading.  Ayes, 25; Aye(s) with reservations: Senator(s) Slom .  Noes, 0 (none). Excused, 0 (none).  Transmitted to House.","HB 635","2013-04-09 00:00:00","upper"
"Returned from Senate (Sen. Com. No.  509) in amended form (SD 1).","HB 635","2013-04-09 00:00:00","lower"
"House disagrees with Senate amendment (s).","HB 635","2013-04-11 00:00:00","lower"
"Received notice of disagreement (Hse. Com. No. 650).","HB 635","2013-04-12 00:00:00","upper"
"House conferees appointed: Tsuji, McKelvey Co-Chairs; Choy, Yamashita, Ward.","HB 635","2013-04-15 00:00:00","lower"
"Received notice of appointment of House conferees (Hse. Com. No. 697).","HB 635","2013-04-16 00:00:00","upper"
"Senate Conferees appointed: Wakai, Chair; Baker, Hee, Co-Chair(s); Espero, Slom.","HB 635","2013-04-16 00:00:00","upper"
"Received notice of Senate conferees (Sen. Com. No. 695).","HB 635","2013-04-16 00:00:00","lower"
"Bill scheduled for Conference Committee Meeting on Tuesday, 04-23-13 10:00AM in conference room 423.","HB 635","2013-04-19 00:00:00","lower"
"Conference Committee Meeting will reconvene on Wednesday 04-24-13 10:00AM in conference room 423.","HB 635","2013-04-23 00:00:00","lower"
"Conference Committee Meeting will reconvene on Wednesday, 04-24-13at 2:45 PM in Conference Room 016.","HB 635","2013-04-24 00:00:00","lower"
"The Conference Committee recommends that the measure be Passed, with Amendments. The votes were as follows: 4 Ayes: Representative(s) Tsuji, McKelvey, Choy, Yamashita; Ayes with reservations: none; 0 Noes: none; and 1 Excused: Representative(s) Ward.","HB 635","2013-04-24 00:00:00","lower"
"The Conference committee recommends that the measure be PASSED, WITH AMENDMENTS. The votes of the Senate Conference Managers were as follows: 4 Aye(s): Senator(s) Wakai, Baker, Hee, Espero; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Slom.","HB 635","2013-04-24 00:00:00","upper"
"Reported from Conference Committee (Conf Com. Rep. No. 58) as amended in (CD 1).","HB 635","2013-04-25 00:00:00","lower"
"Forty-eight (48) hours notice Tuesday, 04-30-13.","HB 635","2013-04-25 00:00:00","lower"
"Reported from Conference Committee as amended CD 1 (Conf. Com. Rep. No. 58).","HB 635","2013-04-25 00:00:00","upper"
"48 Hrs. Notice (as amended CD 1) 04-30-13.","HB 635","2013-04-25 00:00:00","upper"
"Passed Final Reading, as amended (CD 1). 25 Aye(s); Aye(s) with reservations: none . 0 No(es): none.  0 Excused: none.","HB 635","2013-04-30 00:00:00","upper"
"Passed Final Reading as amended in CD 1 with Representative(s) Johanson, Ward voting aye with reservations; Representative(s) Cheape, Ing, Lowen, Thielen, Wooley voting no (5) and none excused (0).","HB 635","2013-04-30 00:00:00","lower"
"Received notice of Final Reading (Sen. Com. No. 755).","HB 635","2013-05-01 00:00:00","lower"
"Received notice of passage on Final Reading in House (Hse. Com. No. 761).","HB 635","2013-05-02 00:00:00","upper"
"Transmitted to Governor.","HB 635","2013-05-06 00:00:00","lower"
"Act 264, on 7/3/2013 (Gov. Msg. No. 1367).","HB 635","2013-07-09 00:00:00","lower"
"Act 264, 7/3/2013 (Gov. Msg. No. 1367).","HB 635","2013-07-09 00:00:00","upper"
"Pending introduction.","HB 424","2013-01-18 00:00:00","lower"
"Introduced and Passed First Reading","HB 424","2013-01-22 00:00:00","lower"
"Referred to CPC, FIN, referral sheet 3","HB 424","2013-01-22 00:00:00","lower"
"Bill scheduled to be heard by CPC on Wednesday, 01-30-13  2:00PM in House conference room 325.","HB 424","2013-01-25 00:00:00","lower"
"The committee(s) on CPC recommend(s) that the measure be deferred until 02-04-13.","HB 424","2013-01-30 00:00:00","lower"
"Bill scheduled for decision making on Monday, 02-04-13  2:00PM in conference room 325.","HB 424","2013-01-31 00:00:00","lower"
"The committees on CPC recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 12 Ayes: Representative(s) McKelvey, Kawakami, Belatti, Brower, Cabanilla, Evans, Ito, C. Lee, Tsuji, Yamane, McDermott, Thielen; Ayes with reservations: none;  Noes: none; and 3 Excused: Representative(s) Cachola, Carroll, Har.   ","HB 424","2013-02-04 00:00:00","lower"
"Reported from CPC (Stand. Com. Rep. No. 359) as amended in HD 1, recommending passage on Second Reading and referral to FIN.","HB 424","2013-02-13 00:00:00","lower"
"Passed Second Reading as amended in HD 1 and referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Coffman, Har, Say excused (3).","HB 424","2013-02-13 00:00:00","lower"
"Bill scheduled to be heard by FIN on Thursday, 02-21-13 11:00AM in House conference room 308.","HB 424","2013-02-19 00:00:00","lower"
"The committees on FIN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 16 Ayes: Representative(s) Luke, Nishimoto, Johanson, Cullen, Hashem, Jordan, Kobayashi, Lowen, Morikawa, Onishi, Takayama, Tokioka, Woodson, Yamashita, Fukumoto, Ward; Ayes with reservations: none;  Noes: none; and 1 Excused: Representative(s) Ing.","HB 424","2013-02-21 00:00:00","lower"
"Reported from FIN (Stand. Com. Rep. No. 670), recommending passage on Third Reading.","HB 424","2013-02-28 00:00:00","lower"
"Passed Third Reading with none voting aye with reservations; none voting no (0) and Coffman, McDermott excused (2).  Transmitted to Senate.","HB 424","2013-02-28 00:00:00","lower"
"Received from House (Hse. Com. No. 88).","HB 424","2013-03-01 00:00:00","upper"
"Passed First Reading.","HB 424","2013-03-01 00:00:00","upper"
"Referred to CPN, WAM.","HB 424","2013-03-05 00:00:00","upper"
"The committee(s) on CPN has scheduled a public hearing on 03-12-13 10:00AM in conference room 229.","HB 424","2013-03-07 00:00:00","upper"
"The committee(s) on  CPN recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in CPN were as follows: 4 Aye(s): Senator(s) Baker, Galuteria, Solomon, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 3 Excused: Senator(s) Nishihara, Taniguchi, Wakai.","HB 424","2013-03-12 00:00:00","upper"
"Reported from CPN (Stand. Com. Rep. No. 863) with recommendation of passage on Second Reading, as amended (SD 1) and referral to WAM.","HB 424","2013-03-15 00:00:00","upper"
"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.","HB 424","2013-03-15 00:00:00","upper"
"The committee(s) on WAM will hold a public decision making on 03-22-13  9:00AM in conference room 211.","HB 424","2013-03-18 00:00:00","upper"
"The committee(s) on  WAM recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in WAM were as follows: 11 Aye(s): Senator(s) Ige, Kidani, Chun Oakland, Dela Cruz, English, Espero, Keith-Agaran, Kouchi, Ruderman, Tokuda, Slom; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Kahele, L. Thielen.","HB 424","2013-03-22 00:00:00","upper"
"Reported from WAM (Stand. Com. Rep. No. 1118) with recommendation of passage on Third Reading, as amended (SD 2).","HB 424","2013-04-01 00:00:00","upper"
"48 Hrs. Notice 04-03-13.","HB 424","2013-04-01 00:00:00","upper"
"Report adopted; Passed Third Reading, as amended (SD  2). Ayes, 25; Aye(s) with reservations: none .  Noes, 0 (none). Excused, 0 (none).  Transmitted to House.","HB 424","2013-04-03 00:00:00","upper"
"Returned from Senate (Sen. Com. No.  427) in amended form (SD 2).","HB 424","2013-04-03 00:00:00","lower"
"House disagrees with Senate amendment (s).","HB 424","2013-04-04 00:00:00","lower"
"Received notice of disagreement (Hse. Com. No. 417).","HB 424","2013-04-05 00:00:00","upper"
"House conferees appointed: McKelvey, Nishimoto Co-Chairs; Evans, McDermott.","HB 424","2013-04-15 00:00:00","lower"
"Received notice of appointment of House conferees (Hse. Com. No. 697).","HB 424","2013-04-16 00:00:00","upper"
"Senate Conferees appointed: Baker, Chair; Ige, Co-Chair(s); Slom.","HB 424","2013-04-16 00:00:00","upper"
"Received notice of Senate conferees (Sen. Com. No. 695).","HB 424","2013-04-16 00:00:00","lower"
"Bill scheduled for Conference Committee Meeting on Thursday, 04-18-13  2:45PM in conference room 016.","HB 424","2013-04-17 00:00:00","lower"
"Senator(s) Espero replaced Senator(s) Ige as (Co-) Chair(s).","HB 424","2013-04-18 00:00:00","upper"
"Conference Committee Meeting will reconvene on Monday 04-22-13  4:00PM in conference room 016.","HB 424","2013-04-18 00:00:00","lower"
"Received notice of change in Senate conferees (Sen. Com. No. 709).","HB 424","2013-04-18 00:00:00","lower"
"Conference Committee Meeting will reconvene on Wednesday 04-24-13  2:30PM in conference room 016.","HB 424","2013-04-22 00:00:00","lower"
"Conference Committee Meeting will reconvene on Thursday 04-25-13  3:00PM in conference room 016.","HB 424","2013-04-24 00:00:00","lower"
"Conference Committee Meeting will reconvene on Friday 04-26-13 12:45PM in conference room 016.","HB 424","2013-04-25 00:00:00","lower"
"Conference Committee Meeting will reconvene on Friday, 04-26-13 at 4:30PM in Conference Room 016.","HB 424","2013-04-26 00:00:00","lower"
"The Conference Committee recommends that the measure be Passed, with Amendments. The votes were as follows: 3 Ayes: Representative(s) McKelvey, Nishimoto, Evans; Ayes with reservations: none; 0 Noes: none; and 1 Excused: Representative(s) McDermott.","HB 424","2013-04-26 00:00:00","lower"
"The Conference committee recommends that the measure be PASSED, WITH AMENDMENTS. The votes of the Senate Conference Managers were as follows: 2 Aye(s): Senator(s) Baker, Espero; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Slom.","HB 424","2013-04-26 00:00:00","upper"
"Reported from Conference Committee (Conf Com. Rep. No. 114) as amended in (CD 1).","HB 424","2013-04-26 00:00:00","lower"
"Forty-eight (48) hours notice Tuesday, 04-30-13.","HB 424","2013-04-26 00:00:00","lower"
"Reported from Conference Committee as amended CD 1 (Conf. Com. Rep. No. 114).","HB 424","2013-04-26 00:00:00","upper"
"48 Hrs. Notice (as amended CD 1) 04-30-13.","HB 424","2013-04-26 00:00:00","upper"
"Passed Final Reading, as amended (CD 1). 24 Aye(s); Aye(s) with reservations: none . 0 No(es): none.  1 Excused: Ige.","HB 424","2013-04-30 00:00:00","upper"
"Passed Final Reading as amended in CD 1 with none voting aye with reservations; none voting no (0) and none excused (0).","HB 424","2013-04-30 00:00:00","lower"
